source_id,source_name,language,country_focus,title,url,published_at,summary,section,matched_keywords
lana,LANA,ar,Libya,مسؤول أمريكي : توافق إقليمي ودولي على دعم وحدة ليبيا وسيادتها واستقرارها,https://lana.gov.ly/post.php?lang=ar&id=359932,2026-06-22T08:19:03,نشر بتاريخ: 2026-06-22 08:19:03,,ليبيا
lana_21,LANA,ar,Libya,بحث سبل تعزيز التعاون بين جمعية الهلال الأحمر والصليب الأحمر الكندي .,https://lana.gov.ly/post.php?lang=ar&id=359930,2026-06-22T08:15:26,نشر بتاريخ: 2026-06-22 08:15:26,,
lana,LANA,ar,Libya,الجويفي يشدد على استكمال مشاريع التنمية المحلية بالرجبان والرياينة لتعزيز الخدمات العامة,https://lana.gov.ly/post.php?lang=ar&id=359929,2026-06-22T08:12:04,نشر بتاريخ: 2026-06-22 08:12:04,,
lana,LANA,ar,Libya,وزارة الشباب تفتح باب التسجيل للانضمام إلى الفريق الوطني للجنة الفتاة الشابة,https://lana.gov.ly/post.php?lang=ar&id=359925,2026-06-22T07:56:31,نشر بتاريخ: 2026-06-22 07:56:31,,
lana_21,LANA,ar,Libya,مناقشة اللمسات النهائية لإطلاق المشروع الوطني لإعادة هيكلة وتطوير قطاعات التعليم ،,https://lana.gov.ly/post.php?lang=ar&id=359926,2026-06-22T07:55:34,نشر بتاريخ: 2026-06-22 07:55:34,,
lana,LANA,ar,Libya,مؤسسة النفط تختتم برامج تدريبية متقدمة لتأهيل 64 كادرًا وطنيًا وتعزيز جاهزية كوادر القطاع النفطي,https://lana.gov.ly/post.php?lang=ar&id=359924,2026-06-22T07:44:52,نشر بتاريخ: 2026-06-22 07:44:52,,
lana,LANA,ar,Libya,البعثة الأممية تطلق سلسلة لقاءات حوارية مع أعضاء الحوار المهيكل لمناقشة التوصيات والرد على استفسارات الجمهور,https://lana.gov.ly/post.php?lang=ar&id=359923,2026-06-22T07:35:22,نشر بتاريخ: 2026-06-22 07:35:22,,البعثة الأممية
libya_24,Libya 24,ar,Libya,طقس صيفي معتدل يسيطر على الأجواء في ليبيا,https://libya24.tv/2026/06/22/31803/,2026-06-22T06:40:58,ليبيا 24 أعلن المركز الوطني للأرصاد الجوية، عبر إدارة التنبؤات الجوية، أن الأحوال الجوية المتوقعة على مختلف مناطق ليبيا اعتبارًا من اليوم الاثنين الموافق 22 يونيو 2026 ستشهد استقرارًا عامًا دون تغيرات ملحوظة، مع استمرار الأجواء الصيفية المعتدلة على أغلب أنحاء البلاد. وأوضح المركز أن المناطق الممتدة من رأس إجدير حتى سرت، مرورًا بسهل الجفارة …,ليبيا,ليبيا
ean_libya,Ean Libya,ar,Libya,خطة حكومية لربط «مخرجات التعليم» بالاقتصاد الوطني وسوق العمل,https://www.eanlibya.com/%d8%ae%d8%b7%d8%a9-%d8%ad%d9%83%d9%88%d9%85%d9%8a%d8%a9-%d9%84%d8%b1%d8%a8%d8%b7-%d9%85%d8%ae%d8%b1%d8%ac%d8%a7%d8%aa-%d8%a7%d9%84%d8%aa%d8%b9%d9%84%d9%8a%d9%85-%d8%a8%d8%a7%d9%84%d8%a7/,2026-06-22T06:29:32,شاركت وزارة التربية والتعليم بحكومة الوحدة الوطنية، في حلقة النقاش الموسعة التي احتضنها مقر المجلس الوطني للتطوير الاقتصادي والاجتماعي في... The post خطة حكومية لربط «مخرجات التعليم» بالاقتصاد الوطني وسوق العمل appeared first on عين ليبيا | آخر أخبار ليبيا .,ليبيا,ليبيا
ean_libya,Ean Libya,ar,Libya,ليبيا وروسيا تبحثان في طرابلس تعزيز «التعاون الاقتصادي» المشترك,https://www.eanlibya.com/%d9%84%d9%8a%d8%a8%d9%8a%d8%a7-%d9%88%d8%b1%d9%88%d8%b3%d9%8a%d8%a7-%d8%aa%d8%a8%d8%ad%d8%ab%d8%a7%d9%86-%d9%81%d9%8a-%d8%b7%d8%b1%d8%a7%d8%a8%d9%84%d8%b3-%d8%aa%d8%b9%d8%b2%d9%8a%d8%b2-%d8%a7/,2026-06-22T06:25:30,عقد وزير المواصلات والمستشار المالي لرئيس حكومة الوحدة الوطنية، محمد الشهوبي، اليوم الأحد، اجتماعاً موسعاً في مقر ديوان الوزارة بالعاصمة... The post ليبيا وروسيا تبحثان في طرابلس تعزيز «التعاون الاقتصادي» المشترك appeared first on عين ليبيا | آخر أخبار ليبيا .,ليبيا,ليبيا; طرابلس
