source_id,source_name,language,country_focus,title,url,published_at,summary,section,matched_keywords
lana,LANA,ar,Libya,البعثة الأممية : توصيات المسار الاقتصادي توفر إطاراً للإصلاح الاقتصادي المستدام في ليبيا,https://lana.gov.ly/post.php?lang=ar&id=360760,2026-07-02T08:12:46,نشر بتاريخ: 2026-07-02 08:12:46,,ليبيا; البعثة الأممية
google_news_en,Mirage News,en,Libya,"Korea Urged to Enhance Regional Growth, Address Aging Costs",https://www.miragenews.com/korea-urged-to-enhance-regional-growth-address-1703621/,2026-07-02T06:30:00,"Korea Urged to Enhance Regional Growth, Address Aging Costs Mirage News",,
google_news_en,Mirage News,en,Libya,New Law Grants Nurses PBS Prescribing Powers,https://www.miragenews.com/new-law-grants-nurses-pbs-prescribing-powers-1703620/,2026-07-02T06:24:00,New Law Grants Nurses PBS Prescribing Powers Mirage News,,
google_news_en,Mirage News,en,Libya,Mining Wins On CGT Retrospectivity,https://www.miragenews.com/mining-wins-on-cgt-retrospectivity-1703618/,2026-07-02T06:22:00,Mining Wins On CGT Retrospectivity Mirage News,,
google_news_en,Mirage News,en,Libya,Queensland Hosts Honey Bee Industry Roundtable,https://www.miragenews.com/queensland-hosts-honey-bee-industry-roundtable-1703619/,2026-07-02T06:22:00,Queensland Hosts Honey Bee Industry Roundtable Mirage News,,
ean_libya,Ean Libya,ar,Libya,الدبيبة يزور الإمارات لبحث تعزيز العلاقات والتعاون المشترك,https://www.eanlibya.com/%d8%a7%d9%84%d8%af%d8%a8%d9%8a%d8%a8%d8%a9-%d9%8a%d8%b2%d9%88%d8%b1-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa-%d9%84%d8%a8%d8%ad%d8%ab-%d8%aa%d8%b9%d8%b2%d9%8a%d8%b2-%d8%a7%d9%84%d8%b9%d9%84/,2026-07-02T06:21:20,أعلن المكتب الإعلامي لرئيس حكومة الوحدة الوطنية أن رئيس الوزراء عبد الحميد الدبيبة يتوجه في زيارة عمل إلى دولة الإمارات... The post الدبيبة يزور الإمارات لبحث تعزيز العلاقات والتعاون المشترك appeared first on عين ليبيا | آخر أخبار ليبيا .,ليبيا,ليبيا
ean_libya,Ean Libya,ar,Libya,الدبيبة يزور الإمارات لبحث تعزيز العلاقات والتعاون المشترك - عين ليبيا,https://www.eanlibya.com/%D8%A7%D9%84%D8%AF%D8%A8%D9%8A%D8%A8%D8%A9-%D9%8A%D8%B2%D9%88%D8%B1-%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA-%D9%84%D8%A8%D8%AD%D8%AB-%D8%AA%D8%B9%D8%B2%D9%8A%D8%B2-%D8%A7%D9%84%D8%B9%D9%84/,2026-07-02T06:21:20,الدبيبة يزور الإمارات لبحث تعزيز العلاقات والتعاون المشترك عين ليبيا,,ليبيا
google_news_en,Mirage News,en,Libya,Anti-Migrant Rhetoric Spurs Libya Abuses,https://www.miragenews.com/anti-migrant-rhetoric-spurs-libya-abuses-1703613/,2026-07-02T06:18:00,Anti-Migrant Rhetoric Spurs Libya Abuses Mirage News,,Libya
google_news_en,Mirage News,en,Libya,New Chair Appointed At Kimberley Ports Authority,https://www.miragenews.com/new-chair-appointed-at-kimberley-ports-authority-1703617/,2026-07-02T06:18:00,New Chair Appointed At Kimberley Ports Authority Mirage News,,
google_news_en,Mirage News,en,Libya,Research Explores Friends' Impact on Teens' Mental Health,https://www.miragenews.com/research-explores-friends-impact-on-teens-1703615/,2026-07-02T06:18:00,Research Explores Friends' Impact on Teens' Mental Health Mirage News,,
