source_id,source_name,language,country_focus,title,url,published_at,summary,section,matched_keywords
lana,LANA,ar,Libya,رئيس المجلس الرئاسي يلتقي رئيس المجلس الاعلى للدولة .,https://lana.gov.ly/post.php?lang=ar&id=360041,2026-06-23T08:46:19,نشر بتاريخ: 2026-06-23 08:46:19,,
lana,LANA,ar,Libya,وزارة الشباب : تمديد باب الترشح لانتخابات المجالس المحلية للشباب في 30 بلدية,https://lana.gov.ly/post.php?lang=ar&id=360038,2026-06-23T08:22:08,نشر بتاريخ: 2026-06-23 08:22:08,,
lana,LANA,ar,Libya,وزارة الحكم المحلي تتابع مشاريع سوق الجمعة وتدعم استكمال المتعثر منها,https://lana.gov.ly/post.php?lang=ar&id=360036,2026-06-23T08:01:19,نشر بتاريخ: 2026-06-23 08:01:19,,
lana_21,LANA,ar,Libya,رئيس الهيئة العامة للبحث والتعرف على المفقودين يستقبل وفدًا من سفارة المملكة الهولندية وبرنامج الأمم المتحدة الإنمائي.,https://lana.gov.ly/post.php?lang=ar&id=360035,2026-06-23T07:58:19,نشر بتاريخ: 2026-06-23 07:58:19,,
lana_21,LANA,ar,Libya,محكمة جنايات سبها تقضي بإعدام أربعة مسهمين في واقعة قتل عمد.,https://lana.gov.ly/post.php?lang=ar&id=360034,2026-06-23T07:51:15,نشر بتاريخ: 2026-06-23 07:51:15,,
ean_libya,Ean Libya,ar,Libya,وزير الإسكان: نسعى لتسريع «تنفيذ المشاريع» وتحسين البنية التحتية,https://www.eanlibya.com/%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d8%a5%d8%b3%d9%83%d8%a7%d9%86-%d9%86%d8%b3%d8%b9%d9%89-%d9%84%d8%aa%d8%b3%d8%b1%d9%8a%d8%b9-%d8%aa%d9%86%d9%81%d9%8a%d8%b0-%d8%a7%d9%84%d9%85%d8%b4%d8%a7/,2026-06-23T06:56:24,بحث وزير الإسكان والتعمير بحكومة الوحدة الوطنية المهندس عصام جمعة التموني، مع ممثلة برنامج الأمم المتحدة الإنمائي في ليبيا الدكتورة... The post وزير الإسكان: نسعى لتسريع «تنفيذ المشاريع» وتحسين البنية التحتية appeared first on عين ليبيا | آخر أخبار ليبيا .,ليبيا,ليبيا
libya_update,Libya Update,en,Libya,"With an initial capacity of 100 megawatts, natural gas replaces diesel at Al-Ruwais power station",https://libyaupdate.com/with-an-initial-capacity-of-100-megawatts-natural-gas-replaces-diesel-at-al-ruwais-power-station/,2026-06-23T06:53:55,"Technical teams from Mellitah Oil and Gas Company successfully carried out an innovative operation Sunday evening to pump natural gas in reverse flow from the Mellitah industrial complex to the Ruwais power plant. The National Oil Corporation’s media office reported that the initial pumping rate was about 25 million cubic feet per day, with around... Read more Source The post With an initial capacity of 100 megawatts, natural gas replaces diesel at Al-Ruwais power station appeared first on Libya Update News .",National,Libya
google_news_en,Middle East Economic Digest,en,Libya,QatarEnergy confirms 13 deaths in gas plant explosion,https://news.google.com/rss/articles/CBMif0FVX3lxTE96TGNiazVWZ2ZySVhNbXdSSi0wN0V3ZFY0ek9Rb25FMkY0VUdRY2gzbDZtX2lIUzVxbFlRbXQ0QTlaaHd3cTN0Y1hjN05FLU5qQTNHRkY4M2o3TFFiRlFCX2E0dEl5dE9HSnZiemk1RWpSQTVCaG85N3J6UUNnQkk?oc=5,2026-06-23T06:40:54,QatarEnergy confirms 13 deaths in gas plant explosion MEED,,
ean_libya,Ean Libya,ar,Libya,الأعلى للدولة يستعرض فرص «التعاون الاقتصادي» مع سلطنة عُمان,https://www.eanlibya.com/%d8%a7%d9%84%d8%a3%d8%b9%d9%84%d9%89-%d9%84%d9%84%d8%af%d9%88%d9%84%d8%a9-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d9%81%d8%b1%d8%b5-%d8%a7%d9%84%d8%aa%d8%b9%d8%a7%d9%88%d9%86-%d8%a7%d9%84%d8%a7/,2026-06-23T06:36:31,أجرى النائب الأول لرئيس المجلس الأعلى للدولة المهندس حسن حبيب، على رأس وفدٍ رسميٍّ من المجلس، زيارةً رسميةً إلى سلطنة... The post الأعلى للدولة يستعرض فرص «التعاون الاقتصادي» مع سلطنة عُمان appeared first on عين ليبيا | آخر أخبار ليبيا .,ليبيا,ليبيا
google_news_en,Mirage News,en,Libya,"Global Flaring Up for Third Year, Threatening Energy Security",https://news.google.com/rss/articles/CBMihwFBVV95cUxPOHRvTFRjVnpSQ2xncndLV3poNG5Sc0NZTVhHeEMtN1E4VUNxaGpTa0lqSzAxbXdVN3pnWkxPNTVXVHhha2Jyek1XZ0pMQTBZSmxVRmo5Nk9JVkhPSHBReXpNWEdXQzY4Yjl2Z2NyMUtvMlkwYzllazJuYlVJTkJUaDAzWG5BTFU?oc=5,2026-06-23T06:28:00,"Global Flaring Up for Third Year, Threatening Energy Security Mirage News",,
google_news_ar,Rai Al-Youm,ar,Libya,منظمة العفو الدولية تندد بتعاون الاتحاد الأوروبي مع ليبيا في مجال الهجرة,https://news.google.com/rss/articles/CBMixwJBVV95cUxOTWhZNUtVWWRodXRRaV9mZ09RdFNobHJ5T3MwSDFZSTVxWGlGTzEyZDlRTW1pQXZXY2V6c0h4dnhRdk9LQkxVSzNOdHF5WFMzVVBxN1NNaE0yV1pvLWZZbDY4MTFfOHRQMnpMN3FoRU9sVk9KTkZQdFBwSEM0eVFkVFQ5N2RvQW96djBEZVRlSS1BbUEwZjg0TmhRZzVvUjRlYmk2S2xzaXFtUzhVam5mcE4wTnozdzhkRm5ZYk5Dcm1BVEhZX2ZvWi1YZjJQY0xlb2QyVUhZUnUzX2xaVVJaX0V6a3JhazNKaGE2MmNiR0dYa3dyeEVGWlM3RF9DSVZIbFFHSk44Tk84SDNJRWl5MmNBVWRodXkwcDBZTnNJUXJXV0FlbUh4OFpPd3MtSDVMTTVuU29GYm1EeWIybmpzWktjSTBHaW8?oc=5,2026-06-23T06:27:51,منظمة العفو الدولية تندد بتعاون الاتحاد الأوروبي مع ليبيا في مجال الهجرة راي اليوم,,ليبيا
google_news_ar,Rai Al-Youm,ar,Libya,جماعة مسلحة مناوئة للمجلس العسكري في النيجر تعلن عن إطلاق سراح زعيمها المحتجز في ليبيا,https://news.google.com/rss/articles/CBMiyAJBVV95cUxONGVMN3dEaDk0NWhrV09DVmRzSVozbHlMS0VGajdnSEJyZE5YRDZ2ZHk3aWREb0NSRFVUbXdpTWNVWlE1a092bFZhLTZjQ28tNGFhOGJhMUdfZHJaU3E5RHJ4Yy11UG1sSUlFaWVMdFJKS0dVS1FJSkJJNjhKUU96cFVGb1NtNEloZDJzeTR4eTlXVGMtY210SF90QmtqaGZfeHBidndXWTM1WmdQMzh2dkM0N090VldWWXpCMllBV1dLeE1ESEVudWs2UjA2U0xLbElNVnhVZ1NEY3BQeGJXU3lZdnI1c2FUTlFtNXB5bXBCQXZvUzhLZmoxQ0hwNlBiZW1HNW93dXZPRzNvQjN5cmpmdjVVdlJzMVhGbGdNQTlLWF9RcDFGQzRORDYza080dldOUTdjQ09fZURaanJrV2FiUjlfcGhy?oc=5,2026-06-23T06:22:38,جماعة مسلحة مناوئة للمجلس العسكري في النيجر تعلن عن إطلاق سراح زعيمها المحتجز في ليبيا راي اليوم,,ليبيا
google_news_ar,Al Ain,ar,Libya,«نجيم» خلف القضبان.. ليبيا تلاحق منتهكي حقوق الإنسان,https://news.google.com/rss/articles/CBMiXkFVX3lxTE1oZjhBT3AtVzZOYUNOXzhIc21haUVVcUFGOVdRV0RDWGx2UFJ3QWRMd2lUT1lhSlFaX05EWDMzb200a05IVUw1eFg5NzhKSGJDWFg5STJubmZxSXItRWc?oc=5,2026-06-23T06:18:39,«نجيم» خلف القضبان.. ليبيا تلاحق منتهكي حقوق الإنسان العين الإخبارية,,ليبيا
ean_libya,Ean Libya,ar,Libya,الجزائر «تقلب الطاولة» وتُنهي مشوار الأردن في كأس العالم,https://www.eanlibya.com/%d8%a7%d9%84%d8%ac%d8%b2%d8%a7%d8%a6%d8%b1-%d8%aa%d9%82%d9%84%d8%a8-%d8%a7%d9%84%d8%b7%d8%a7%d9%88%d9%84%d8%a9-%d9%88%d8%aa%d9%8f%d9%86%d9%87%d9%8a-%d9%85%d8%b4%d9%88%d8%a7%d8%b1-%d8%a7/,2026-06-23T06:13:11,أبقى المنتخب الجزائري على حظوظه في التأهل إلى الدور المقبل من كأس العالم 2026، بعدما حقق فوزاً ثميناً ومثيراً على... The post الجزائر «تقلب الطاولة» وتُنهي مشوار الأردن في كأس العالم appeared first on عين ليبيا | آخر أخبار ليبيا .,ليبيا,ليبيا
