source_id,source_name,language,country_focus,title,url,published_at,summary,section,matched_keywords
lana,LANA,ar,Libya,الأمن الداخلي يحذر من تداول الملفات المسربة المنسوبة إلى المصرف المركزي لاحتوائها على برمجيات خبيثة,https://lana.gov.ly/post.php?lang=ar&id=360479,2026-06-29T08:30:29,نشر بتاريخ: 2026-06-29 08:30:29,,
lana,LANA,ar,Libya,البريقة تؤكد استعدادها للتعاون مع القضاء وتطمئن المواطنين,https://lana.gov.ly/post.php?lang=ar&id=360477,2026-06-29T08:14:29,نشر بتاريخ: 2026-06-29 08:14:29,,
lana,LANA,ar,Libya,مؤسسة النفط تبحث مع وفد هندي تعزيز التعاون والاستثمار في قطاع الطاقة,https://lana.gov.ly/post.php?lang=ar&id=360476,2026-06-29T08:00:11,نشر بتاريخ: 2026-06-29 08:00:11,,
ean_libya,Ean Libya,ar,Libya,اللافي تشارك في اجتماع مكتب هيئة الرئاسة بالبرلمان العربي في القاهرة,https://www.eanlibya.com/%d8%a7%d9%84%d9%84%d8%a7%d9%81%d9%8a-%d8%aa%d8%b4%d8%a7%d8%b1%d9%83-%d9%81%d9%8a-%d8%a7%d8%ac%d8%aa%d9%85%d8%a7%d8%b9-%d9%85%d9%83%d8%aa%d8%a8-%d9%87%d9%8a%d8%a6%d8%a9-%d8%a7%d9%84%d8%b1%d8%a6%d8%a7/,2026-06-29T06:51:16,شاركت عضو مجلس النواب وعضو البرلمان العربي الدكتورة أحلام اللافي في اجتماع مكتب هيئة الرئاسة بالبرلمان العربي، الذي انعقد بمقر... The post اللافي تشارك في اجتماع مكتب هيئة الرئاسة بالبرلمان العربي في القاهرة appeared first on عين ليبيا | آخر أخبار ليبيا .,ليبيا,ليبيا
ean_libya,Ean Libya,ar,Libya,اللافي تشارك في اجتماع مكتب هيئة الرئاسة بالبرلمان العربي في القاهرة - عين ليبيا,https://www.eanlibya.com/%D8%A7%D9%84%D9%84%D8%A7%D9%81%D9%8A-%D8%AA%D8%B4%D8%A7%D8%B1%D9%83-%D9%81%D9%8A-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9-%D9%85%D9%83%D8%AA%D8%A8-%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%B1%D8%A6%D8%A7/,2026-06-29T06:51:16,اللافي تشارك في اجتماع مكتب هيئة الرئاسة بالبرلمان العربي في القاهرة عين ليبيا,,ليبيا
ean_libya,Ean Libya,ar,Libya,حبس مسؤولين في شركات توزيع وقود بعد تحقيقات أجرتها النيابة العامة,https://www.eanlibya.com/%d8%ad%d8%a8%d8%b3-%d9%85%d8%b3%d8%a4%d9%88%d9%84%d9%8a%d9%86-%d9%81%d9%8a-%d8%b4%d8%b1%d9%83%d8%a7%d8%aa-%d8%aa%d9%88%d8%b2%d9%8a%d8%b9-%d9%88%d9%82%d9%88%d8%af-%d8%a8%d8%b9%d8%af-%d8%aa%d8%ad%d9%82/,2026-06-29T06:45:40,أمرت سلطة التحقيق التابعة لمكتب مكتب النائب العام بحبس مسؤول المبيعات في شركة البريقة لتسويق النفط، إلى جانب مديري خمس... The post حبس مسؤولين في شركات توزيع وقود بعد تحقيقات أجرتها النيابة العامة appeared first on عين ليبيا | آخر أخبار ليبيا .,ليبيا,ليبيا
ean_libya,Ean Libya,ar,Libya,حبس مسؤولين في شركات توزيع وقود بعد تحقيقات أجرتها النيابة العامة - عين ليبيا,https://www.eanlibya.com/%D8%AD%D8%A8%D8%B3-%D9%85%D8%B3%D8%A4%D9%88%D9%84%D9%8A%D9%86-%D9%81%D9%8A-%D8%B4%D8%B1%D9%83%D8%A7%D8%AA-%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D9%88%D9%82%D9%88%D8%AF-%D8%A8%D8%B9%D8%AF-%D8%AA%D8%AD%D9%82/,2026-06-29T06:45:40,حبس مسؤولين في شركات توزيع وقود بعد تحقيقات أجرتها النيابة العامة عين ليبيا,,ليبيا
al_shahed,Al Shahed,ar,Libya,رئيس مجلس النواب الليبي: إثارة ملف تغيير رؤساء الأجهزة السيادية يربك المشهد السياسي,https://lywitness.com/111311/%d8%b1%d8%a6%d9%8a%d8%b3-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d9%86%d9%88%d8%a7%d8%a8-%d8%a7%d9%84%d9%84%d9%8a%d8%a8%d9%8a-%d8%a5%d8%ab%d8%a7%d8%b1%d8%a9-%d9%85%d9%84%d9%81-%d8%aa%d8%ba%d9%8a%d9%8a/?utm_source=rss&utm_medium=rss&utm_campaign=%25d8%25b1%25d8%25a6%25d9%258a%25d8%25b3-%25d9%2585%25d8%25ac%25d9%2584%25d8%25b3-%25d8%25a7%25d9%2584%25d9%2586%25d9%2588%25d8%25a7%25d8%25a8-%25d8%25a7%25d9%2584%25d9%2584%25d9%258a%25d8%25a8%25d9%258a-%25d8%25a5%25d8%25ab%25d8%25a7%25d8%25b1%25d8%25a9-%25d9%2585%25d9%2584%25d9%2581-%25d8%25aa%25d8%25ba%25d9%258a%25d9%258a,2026-06-29T06:41:33,حذر رئيس مجلس النواب، عقيلة صالح، من اتخاذ أي خطوات أو قرارات غير مدروسة تمس الأجهزة الأمنية السيادية، داعيًا إلى إبعادها عن التجاذبات السياسية، لما تمثله من أهمية في الحفاظ على استقرار الدولة وأداء مهامها الوطنية. وقال صالح، في بيان نشره المركز الإعلامي لرئيس مجلس النواب، إن ما أُثير خلال الأيام الماضية بشأن تغيير رؤساء […] The post رئيس مجلس النواب الليبي: إثارة ملف تغيير رؤساء الأجهزة السيادية يربك المشهد السياسي appeared first on صحيفة الشاهد الليبية .,ليبيا,الليبي
google_news_ar,Akhbar Libya,ar,Libya,ليبيا والهند تبحثان توسيع الاستثمارات المشتركة في قطاع الطاقة,https://www.libyaakhbar.com/news/2823987.html,2026-06-29T06:40:07,ليبيا والهند تبحثان توسيع الاستثمارات المشتركة في قطاع الطاقة اخبار ليبيا,,ليبيا
ean_libya,Ean Libya,ar,Libya,ليبيا والهند تبحثان توسيع الاستثمارات المشتركة في قطاع الطاقة,https://www.eanlibya.com/%d9%84%d9%8a%d8%a8%d9%8a%d8%a7-%d9%88%d8%a7%d9%84%d9%87%d9%86%d8%af-%d8%aa%d8%a8%d8%ad%d8%ab%d8%a7%d9%86-%d8%aa%d9%88%d8%b3%d9%8a%d8%b9-%d8%a7%d9%84%d8%a7%d8%b3%d8%aa%d8%ab%d9%85%d8%a7%d8%b1%d8%a7/,2026-06-29T06:38:57,بحثت المؤسسة الوطنية للنفط مع وفدٍ رسميٍ من جمهورية الهند آفاق التعاون المشترك وفرص الاستثمار في قطاع الطاقة، خلال اجتماعٍ... The post ليبيا والهند تبحثان توسيع الاستثمارات المشتركة في قطاع الطاقة appeared first on عين ليبيا | آخر أخبار ليبيا .,ليبيا,ليبيا
google_news_ar,Ean Libya,ar,Libya,ليبيا والهند تبحثان توسيع الاستثمارات المشتركة في قطاع الطاقة,https://www.eanlibya.com/%D9%84%D9%8A%D8%A8%D9%8A%D8%A7-%D9%88%D8%A7%D9%84%D9%87%D9%86%D8%AF-%D8%AA%D8%A8%D8%AD%D8%AB%D8%A7%D9%86-%D8%AA%D9%88%D8%B3%D9%8A%D8%B9-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1%D8%A7/,2026-06-29T06:38:57,ليبيا والهند تبحثان توسيع الاستثمارات المشتركة في قطاع الطاقة عين ليبيا,,ليبيا
al_wasat,Al Wasat,ar,Libya,مؤسسة النفط تبحث مع وفد هندي التعاون في قطاع الطاقة - بوابة الوسط,https://alwasat.ly/news/libya/523032,2026-06-29T06:37:22,مؤسسة النفط تبحث مع وفد هندي التعاون في قطاع الطاقة بوابة الوسط,,
ean_libya,Ean Libya,ar,Libya,شركة البريقة: عمليات الإمداد والتوزيع مستمرة بشكل طبيعي وندعو إلى الاعتماد المصادر الرسمية بشأن التحقيقات,https://www.eanlibya.com/%d8%b4%d8%b1%d9%83%d8%a9-%d8%a7%d9%84%d8%a8%d8%b1%d9%8a%d9%82%d8%a9-%d8%b9%d9%85%d9%84%d9%8a%d8%a7%d8%aa-%d8%a7%d9%84%d8%a5%d9%85%d8%af%d8%a7%d8%af-%d9%88%d8%a7%d9%84%d8%aa%d9%88%d8%b2%d9%8a%d8%b9/,2026-06-29T06:36:33,أكدت شركة البريقة لتسويق النفط متابعتها المستمرة لما ورد في البيان الصادر عن مكتب النائب العام وما تبعه من تداولٍ... The post شركة البريقة: عمليات الإمداد والتوزيع مستمرة بشكل طبيعي وندعو إلى الاعتماد المصادر الرسمية بشأن التحقيقات appeared first on عين ليبيا | آخر أخبار ليبيا .,ليبيا,ليبيا
ean_libya,Ean Libya,ar,Libya,الحكومة تصدر قرارا بإيقاف إجراءات تخصيص أراضٍ حكومية بانتظار قرار من مجلس الوزراء,https://www.eanlibya.com/%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d8%b5%d8%af%d8%b1-%d9%82%d8%b1%d8%a7%d8%b1%d8%a7-%d8%a8%d8%a5%d9%8a%d9%82%d8%a7%d9%81-%d8%a5%d8%ac%d8%b1%d8%a7%d8%a1%d8%a7%d8%aa-%d8%aa%d8%ae%d8%b5/,2026-06-29T06:26:45,أصدر وزير الدولة لشؤون رئيس الحكومة ومجلس الوزراء محمد بن غلبون تعليمات تقضي بإيقاف جميع الإجراءات المرتبطة بتخصيص أو توزيع... The post الحكومة تصدر قرارا بإيقاف إجراءات تخصيص أراضٍ حكومية بانتظار قرار من مجلس الوزراء appeared first on عين ليبيا | آخر أخبار ليبيا .,ليبيا,ليبيا
google_news_ar,Erem News,ar,Libya,"نائب ليبي لـ""إرم نيوز"": البرلمان ينظر بإيجابية إلى مبادرة مسعد بولس",https://www.eremnews.com/news/arab-world/7qbxtsn,2026-06-29T06:20:52,"نائب ليبي لـ""إرم نيوز"": البرلمان ينظر بإيجابية إلى مبادرة مسعد بولس إرم نيوز",,
al_wasat,Al Wasat,ar,Libya,«الأمن الداخلي» يحذر من تداول «ملفات خبيثة» منسوبة لـ«المركزي» - بوابة الوسط,https://alwasat.ly/news/libya/523031,2026-06-29T05:47:16,«الأمن الداخلي» يحذر من تداول «ملفات خبيثة» منسوبة لـ«المركزي» بوابة الوسط,,
al_wasat,Al Wasat,ar,Libya,أسعار النفط ترتفع مع تصاعد التوتر بين أميركا وإيران - بوابة الوسط,https://alwasat.ly/news/economy/523030,2026-06-29T05:30:58,أسعار النفط ترتفع مع تصاعد التوتر بين أميركا وإيران بوابة الوسط,,
al_wasat,Al Wasat,ar,Libya,أفغانستان تعلن وقوع «عشرات الضحايا» المدنيين جراء ضربات باكستانية - بوابة الوسط,https://alwasat.ly/news/international/523027,2026-06-29T05:23:15,أفغانستان تعلن وقوع «عشرات الضحايا» المدنيين جراء ضربات باكستانية بوابة الوسط,,
google_news_ar,Erem News,ar,Libya,استنادا إلى حكم دولي.. تونس تصعّد اعتراضها على ترسيم ليبيا البحري,https://www.eremnews.com/news/arab-world/1v5ep2c,2026-06-29T05:20:51,استنادا إلى حكم دولي.. تونس تصعّد اعتراضها على ترسيم ليبيا البحري إرم نيوز,,ليبيا
